student_id,full_name,join_year,gender,socioeconomic_cat,household_income,first_gen
S1648,Student 648,2024,M,low,71519,0
S1649,Student 649,2022,F,high,24052,0
S1650,Student 650,2023,F,mid,42166,0
S1651,Student 651,2023,F,high,74559,1
S1652,Student 652,2023,F,mid,91425,1
S1653,Student 653,2023,M,mid,67605,0
S1654,Student 654,2024,F,high,150643,0
S1655,Student 655,2023,F,mid,29114,0
S1656,Student 656,2024,F,high,39050,1
S1657,Student 657,2022,M,mid,64659,0
S1658,Student 658,2022,M,mid,26821,0
S1659,Student 659,2022,M,low,38851,0
S1660,Student 660,2022,M,mid,64529,0
S1661,Student 661,2022,M,high,300155,0
S1662,Student 662,2023,M,low,113485,0
S1663,Student 663,2023,F,high,55769,0
S1664,Student 664,2022,M,mid,145354,1
S1665,Student 665,2024,F,low,107730,0
S1666,Student 666,2023,M,low,97987,0
S1667,Student 667,2023,M,mid,48391,0
S1668,Student 668,2022,F,high,46803,0
S1669,Student 669,2023,F,low,106736,0
S1670,Student 670,2022,M,high,34665,0
S1671,Student 671,2023,M,mid,69790,0
S1672,Student 672,2023,M,high,82696,0
S1673,Student 673,2024,M,mid,71220,0
S1674,Student 674,2023,F,mid,69093,0
S1675,Student 675,2023,M,mid,55841,0
S1676,Student 676,2023,M,high,81626,0
S1677,Student 677,2022,M,low,76540,0
S1678,Student 678,2022,M,mid,69406,0
S1679,Student 679,2024,F,high,34517,0
S1680,Student 680,2023,F,mid,129554,1
S1681,Student 681,2024,M,mid,23006,0
S1682,Student 682,2024,M,low,56385,0
S1683,Student 683,2024,M,high,61770,0
S1684,Student 684,2024,M,high,60537,0
S1685,Student 685,2024,F,mid,172032,0
S1686,Student 686,2024,F,mid,57169,0
S1687,Student 687,2022,M,mid,54652,0
S1688,Student 688,2023,F,low,130347,0
S1689,Student 689,2023,F,high,75279,1
S1690,Student 690,2023,M,low,43035,0
S1691,Student 691,2022,F,mid,36261,0
S1692,Student 692,2022,M,high,96473,1
S1693,Student 693,2023,M,mid,54702,1
S1694,Student 694,2024,F,low,79475,0
S1695,Student 695,2022,M,low,46600,0
S1696,Student 696,2023,F,mid,39286,0
S1697,Student 697,2022,M,mid,50056,0
S1698,Student 698,2023,M,mid,135264,0
S1699,Student 699,2022,F,mid,58629,0
S1700,Student 700,2022,F,mid,121862,0
S1701,Student 701,2022,M,mid,96398,0
S1702,Student 702,2024,M,mid,54491,0
S1703,Student 703,2022,M,mid,32658,0
S1704,Student 704,2022,M,high,57856,1
S1705,Student 705,2024,F,mid,73444,0
S1706,Student 706,2023,M,high,78704,0
S1707,Student 707,2022,M,low,56513,0
S1708,Student 708,2023,F,low,122679,0
S1709,Student 709,2022,M,low,255846,1
S1710,Student 710,2023,M,mid,66074,0
S1711,Student 711,2024,M,high,102195,0
S1712,Student 712,2024,F,high,76037,1
S1713,Student 713,2024,M,high,28184,0
S1714,Student 714,2023,M,high,33488,0
S1715,Student 715,2022,M,mid,52672,0
S1716,Student 716,2022,M,mid,69915,0
S1717,Student 717,2022,M,low,60665,0
S1718,Student 718,2024,M,high,82193,0
S1719,Student 719,2022,M,high,25121,0
S1720,Student 720,2024,F,mid,42154,0
S1721,Student 721,2022,M,mid,21662,0
S1722,Student 722,2023,M,mid,23492,1
S1723,Student 723,2022,F,low,107310,0
S1724,Student 724,2024,F,low,49194,0
S1725,Student 725,2023,F,low,34127,0
S1726,Student 726,2023,F,high,38690,0
S1727,Student 727,2023,M,mid,65697,0
S1728,Student 728,2024,F,high,74283,1
S1729,Student 729,2024,F,low,227779,0
S1730,Student 730,2024,F,low,85175,0
S1731,Student 731,2024,M,mid,47847,0
S1732,Student 732,2023,F,mid,76967,0
S1733,Student 733,2024,F,mid,26170,0
S1734,Student 734,2024,M,low,38840,0
S1735,Student 735,2022,M,high,91148,0
S1736,Student 736,2024,F,mid,53529,1
S1737,Student 737,2022,F,high,30146,0
S1738,Student 738,2022,M,low,102789,0
S1739,Student 739,2023,M,mid,102213,0
S1740,Student 740,2023,M,low,72065,0
S1741,Student 741,2022,M,mid,62315,1
S1742,Student 742,2022,M,high,54888,0
S1743,Student 743,2022,F,mid,58224,0
S1744,Student 744,2023,M,low,27496,1
S1745,Student 745,2022,M,high,207399,0
S1746,Student 746,2023,M,high,57934,0
S1747,Student 747,2024,F,low,81922,0
S1748,Student 748,2023,M,high,26007,0
S1749,Student 749,2024,M,high,18541,0
S1750,Student 750,2023,M,high,46944,0
S1751,Student 751,2022,F,high,122729,1
S1752,Student 752,2022,F,low,40065,0
S1753,Student 753,2024,F,high,30309,0
S1754,Student 754,2023,M,mid,15379,0
S1755,Student 755,2022,F,low,125709,0
S1756,Student 756,2022,F,low,66101,0
S1757,Student 757,2024,M,low,96044,0
S1758,Student 758,2024,M,high,105964,1
S1759,Student 759,2024,M,mid,132137,0
S1760,Student 760,2022,F,high,27399,0
S1761,Student 761,2024,F,high,118297,0
S1762,Student 762,2023,F,high,129305,0
S1763,Student 763,2022,F,mid,121872,0
S1764,Student 764,2024,M,mid,36420,0
S1765,Student 765,2023,M,mid,56992,1
S1766,Student 766,2024,M,mid,78191,0
S1767,Student 767,2023,M,mid,59739,0
S1768,Student 768,2023,F,high,95932,0
S1769,Student 769,2023,F,low,46411,0
S1770,Student 770,2023,F,mid,52550,0
S1771,Student 771,2023,F,mid,95166,1
S1772,Student 772,2023,F,mid,64510,1
S1773,Student 773,2023,F,mid,31776,0
S1774,Student 774,2024,M,mid,163831,1
S1775,Student 775,2023,M,mid,80658,0
S1776,Student 776,2022,M,mid,35415,1
S1777,Student 777,2023,M,low,41935,0
S1778,Student 778,2022,M,mid,28495,1
S1779,Student 779,2023,F,mid,66675,0
S1780,Student 780,2022,M,high,56019,0
S1781,Student 781,2022,M,low,162799,1
S1782,Student 782,2022,M,high,62405,0
S1783,Student 783,2024,F,mid,85089,1
S1784,Student 784,2022,M,mid,53828,1
S1785,Student 785,2024,F,mid,43563,0
S1786,Student 786,2022,M,low,71869,1
S1787,Student 787,2024,M,mid,45363,1
S1788,Student 788,2023,M,low,30803,0
S1789,Student 789,2022,F,mid,250594,0
S1790,Student 790,2023,M,high,64774,0
S1791,Student 791,2022,F,high,47780,0
S1792,Student 792,2022,F,low,45975,0
S1793,Student 793,2023,M,high,87341,0
S1794,Student 794,2023,F,mid,32550,0
S1795,Student 795,2023,F,mid,79953,0
S1796,Student 796,2023,M,mid,37083,0
S1797,Student 797,2023,F,high,34729,0
S1798,Student 798,2024,F,mid,31960,1
S1799,Student 799,2022,F,low,19214,0
S1800,Student 800,2022,F,mid,44852,0
S1801,Student 801,2024,M,mid,78048,0
S1802,Student 802,2024,M,high,116002,0
S1803,Student 803,2023,M,mid,39409,0
S1804,Student 804,2023,M,mid,80636,0
S1805,Student 805,2024,M,high,84640,0
S1806,Student 806,2023,F,high,39130,0
S1807,Student 807,2023,M,high,19310,0
S1808,Student 808,2023,F,mid,65529,1
S1809,Student 809,2022,M,mid,73226,0
S1810,Student 810,2024,F,low,194780,0
S1811,Student 811,2024,F,high,108231,0
S1812,Student 812,2023,F,high,22516,1
S1813,Student 813,2023,F,mid,47964,0
S1814,Student 814,2022,M,mid,212205,0
S1815,Student 815,2022,M,low,69880,0
S1816,Student 816,2023,F,high,47284,0
S1817,Student 817,2022,M,high,59971,0
S1818,Student 818,2023,F,high,99226,0
S1819,Student 819,2023,F,low,42278,0
S1820,Student 820,2024,F,low,69601,0
S1821,Student 821,2022,F,mid,30262,0
S1822,Student 822,2024,M,high,51263,1
S1823,Student 823,2023,F,low,38180,0
S1824,Student 824,2024,M,high,146236,0
S1825,Student 825,2022,M,mid,71272,1
S1826,Student 826,2023,F,mid,31135,0
S1827,Student 827,2023,M,mid,198406,1
S1828,Student 828,2022,F,mid,103136,0
S1829,Student 829,2024,M,high,123242,0
S1830,Student 830,2024,F,mid,26981,0
S1831,Student 831,2022,M,mid,53518,0
S1832,Student 832,2022,M,high,153019,0
S1833,Student 833,2022,F,mid,26162,0
S1834,Student 834,2023,F,low,42908,0
S1835,Student 835,2023,M,mid,40609,1
S1836,Student 836,2024,F,high,33394,0
S1837,Student 837,2022,M,low,170104,1
S1838,Student 838,2023,F,low,18925,0
S1839,Student 839,2023,F,low,127981,0
S1840,Student 840,2023,M,mid,35923,0
S1841,Student 841,2023,M,low,20660,0
S1842,Student 842,2023,F,low,69189,0
S1843,Student 843,2023,M,mid,33409,0
S1844,Student 844,2023,M,high,62477,0
S1845,Student 845,2022,M,high,65078,0
S1846,Student 846,2022,F,low,39124,0
S1847,Student 847,2023,M,mid,70462,0
S1848,Student 848,2022,M,high,45434,1
S1849,Student 849,2023,M,mid,108088,0
S1850,Student 850,2023,F,high,100821,0
S1851,Student 851,2023,F,high,30053,1
S1852,Student 852,2022,F,mid,50368,0
S1853,Student 853,2022,M,mid,91772,1
S1854,Student 854,2023,F,high,27110,1
S1855,Student 855,2023,M,high,80777,0
S1856,Student 856,2022,F,mid,126093,0
S1857,Student 857,2022,F,low,54527,0
S1858,Student 858,2022,F,mid,120757,0
S1859,Student 859,2023,M,low,72646,1
S1860,Student 860,2022,F,mid,48340,0
S1861,Student 861,2022,M,mid,26207,0
S1862,Student 862,2023,F,mid,37295,1
S1863,Student 863,2024,F,mid,62762,0
S1864,Student 864,2022,F,mid,72549,0
S1865,Student 865,2022,F,high,208460,1
S1866,Student 866,2023,F,mid,22089,0
S1867,Student 867,2023,M,high,216786,0
S1868,Student 868,2023,M,low,25552,0
S1869,Student 869,2024,F,mid,126263,0
S1870,Student 870,2023,F,low,119520,0
S1871,Student 871,2022,F,high,26770,0
S1872,Student 872,2024,F,low,79329,0
S1873,Student 873,2023,M,low,27589,0
S1874,Student 874,2023,M,high,120134,0
S1875,Student 875,2024,F,mid,60917,1
S1876,Student 876,2023,M,mid,161162,0
S1877,Student 877,2022,M,mid,26609,0
S1878,Student 878,2022,F,mid,48119,1
S1879,Student 879,2022,M,mid,54144,1
S1880,Student 880,2023,M,high,102614,0
S1881,Student 881,2022,F,mid,118666,1
S1882,Student 882,2023,M,mid,51792,0
S1883,Student 883,2024,F,high,65853,0
S1884,Student 884,2023,F,mid,72475,0
S1885,Student 885,2023,F,mid,70824,1
S1886,Student 886,2022,F,mid,50163,0
S1887,Student 887,2023,F,low,52812,1
S1888,Student 888,2023,M,mid,30750,0
S1889,Student 889,2022,M,high,28590,1
S1890,Student 890,2023,F,high,31145,0
S1891,Student 891,2023,M,low,18440,0
S1892,Student 892,2024,F,mid,56691,0
S1893,Student 893,2023,M,high,19982,0
S1894,Student 894,2024,M,high,31563,0
S1895,Student 895,2022,F,mid,57871,0
S1896,Student 896,2023,F,mid,59966,0
S1897,Student 897,2024,M,mid,87567,0
S1898,Student 898,2024,F,mid,51144,0
S1899,Student 899,2023,F,low,28185,0
S1900,Student 900,2023,M,low,54355,0
S1901,Student 901,2022,M,mid,42428,0
S1902,Student 902,2022,M,high,63307,0
S1903,Student 903,2024,F,low,7601,0
S1904,Student 904,2023,F,low,60200,0
S1905,Student 905,2023,F,mid,109521,0
S1906,Student 906,2023,F,high,28120,1
S1907,Student 907,2022,F,low,93596,1
S1908,Student 908,2024,F,mid,34712,0
S1909,Student 909,2023,M,high,39259,1
S1910,Student 910,2023,F,mid,116959,0
S1911,Student 911,2022,F,low,34464,0
S1912,Student 912,2024,F,low,23032,0
S1913,Student 913,2024,F,low,61115,0
S1914,Student 914,2024,M,mid,49864,0
S1915,Student 915,2022,M,mid,192207,0
S1916,Student 916,2023,F,high,37059,0
S1917,Student 917,2023,F,low,80621,0
S1918,Student 918,2023,F,high,104661,0
S1919,Student 919,2023,M,high,41795,0
S1920,Student 920,2022,M,mid,64030,0
S1921,Student 921,2024,M,mid,44860,0
S1922,Student 922,2022,F,low,202524,0
S1923,Student 923,2023,F,low,146500,0
S1924,Student 924,2022,F,mid,63215,0
S1925,Student 925,2023,F,low,56153,0
S1926,Student 926,2023,F,low,34235,0
S1927,Student 927,2022,M,high,190591,0
S1928,Student 928,2022,M,high,69556,0
S1929,Student 929,2022,M,low,34428,0
S1930,Student 930,2022,M,mid,30583,0
S1931,Student 931,2022,F,mid,32355,0
S1932,Student 932,2024,M,high,62786,0
S1933,Student 933,2024,M,mid,54143,0
S1934,Student 934,2022,F,mid,51321,0
S1935,Student 935,2022,M,high,90449,0
S1936,Student 936,2024,F,mid,68523,0
S1937,Student 937,2024,F,mid,116492,0
S1938,Student 938,2024,M,mid,50241,0
S1939,Student 939,2022,F,mid,53309,0
S1940,Student 940,2024,M,mid,59767,0
S1941,Student 941,2024,F,low,20614,0
S1942,Student 942,2024,F,mid,82562,0
S1943,Student 943,2022,F,mid,47110,0
S1944,Student 944,2022,M,mid,73058,0
S1945,Student 945,2022,M,mid,54210,0
S1946,Student 946,2023,F,mid,21408,0
S1947,Student 947,2023,F,mid,65876,0
S1948,Student 948,2024,F,mid,17127,1
S1949,Student 949,2024,F,mid,44151,0
S1950,Student 950,2023,M,high,36111,1
S1951,Student 951,2023,M,high,90775,0
S1952,Student 952,2023,F,mid,60613,0
S1953,Student 953,2023,M,mid,83577,0
S1954,Student 954,2022,F,high,148253,0
S1955,Student 955,2023,M,low,47980,0
S1956,Student 956,2022,F,mid,107279,1
S1957,Student 957,2023,M,mid,97736,0
S1958,Student 958,2022,M,mid,82805,0
S1959,Student 959,2023,M,high,50880,0
S1960,Student 960,2024,M,low,132217,1
S1961,Student 961,2024,F,high,74472,0
S1962,Student 962,2023,M,mid,79875,0
S1963,Student 963,2022,M,mid,80855,0
S1964,Student 964,2023,F,mid,100988,1
S1965,Student 965,2024,F,high,88995,0
S1966,Student 966,2024,M,mid,65587,0
S1967,Student 967,2022,F,low,42347,0
S1968,Student 968,2023,F,mid,52599,0
S1969,Student 969,2023,M,mid,79307,0
S1970,Student 970,2023,M,low,123296,0
S1971,Student 971,2023,M,high,55958,0
S1972,Student 972,2023,F,high,105679,1
S1973,Student 973,2023,F,mid,15268,0
S1974,Student 974,2023,M,low,39110,0
S1975,Student 975,2023,M,mid,65842,0
S1976,Student 976,2024,M,mid,69084,0
S1977,Student 977,2022,F,low,68925,0
S1978,Student 978,2024,F,high,19082,0
S1979,Student 979,2024,M,low,42580,1
S1980,Student 980,2022,F,mid,60087,0
S1981,Student 981,2022,F,low,31909,0
S1982,Student 982,2022,F,low,148199,1
S1983,Student 983,2024,F,high,42493,0
S1984,Student 984,2022,F,low,19411,0
S1985,Student 985,2023,F,high,115036,0
S1986,Student 986,2023,M,mid,36254,0
S1987,Student 987,2023,M,mid,177433,0
S1988,Student 988,2024,F,mid,107482,0
S1989,Student 989,2023,M,low,26967,0
S1990,Student 990,2022,M,high,24677,0
S1991,Student 991,2023,M,mid,87563,1
S1992,Student 992,2024,F,low,53570,0
S1993,Student 993,2024,F,mid,60038,0
S1994,Student 994,2022,F,low,9858,0
S1995,Student 995,2024,M,low,58203,0
S1996,Student 996,2023,F,high,55323,0
S1997,Student 997,2023,F,high,85470,0
S1998,Student 998,2022,F,mid,73894,0
S1999,Student 999,2024,M,low,31266,0
S2000,Student 1000,2024,F,low,76755,0
S2001,Student 1001,2024,M,mid,42670,0
S2002,Student 1002,2024,M,low,103079,1
S2003,Student 1003,2024,F,low,77081,1
S2004,Student 1004,2022,F,mid,45262,0
S2005,Student 1005,2024,F,mid,53729,0
S2006,Student 1006,2024,M,mid,59111,1
S2007,Student 1007,2023,F,mid,63902,0
S2008,Student 1008,2024,F,mid,52643,0
S2009,Student 1009,2023,F,low,162400,0
S2010,Student 1010,2024,F,mid,27101,0
S2011,Student 1011,2024,F,high,81397,0
S2012,Student 1012,2022,M,low,209766,1
S2013,Student 1013,2023,M,high,42699,0
S2014,Student 1014,2024,F,mid,28227,0
S2015,Student 1015,2023,M,low,200626,1
S2016,Student 1016,2023,M,mid,47315,0
S2017,Student 1017,2022,M,mid,138609,0
S2018,Student 1018,2022,M,mid,94679,0
S2019,Student 1019,2022,F,low,89556,0
S2020,Student 1020,2023,F,mid,55227,0
S2021,Student 1021,2022,F,low,62934,1
S2022,Student 1022,2023,M,high,66776,0
S2023,Student 1023,2024,F,high,42754,0
S2024,Student 1024,2023,M,low,24644,0
S2025,Student 1025,2022,M,high,76468,0
S2026,Student 1026,2022,M,mid,33990,0
S2027,Student 1027,2024,M,low,97516,0
S2028,Student 1028,2023,F,mid,38126,0
S2029,Student 1029,2022,M,mid,173180,0
S2030,Student 1030,2023,F,high,75613,0
S2031,Student 1031,2024,F,high,37902,0
S2032,Student 1032,2024,M,high,77260,0
S2033,Student 1033,2022,M,mid,19362,0
S2034,Student 1034,2022,F,low,47420,0
S2035,Student 1035,2023,F,mid,40616,0
S2036,Student 1036,2024,M,high,57399,0
S2037,Student 1037,2023,M,mid,96633,0
S2038,Student 1038,2023,M,high,51931,0
S2039,Student 1039,2022,M,low,57026,0
S2040,Student 1040,2022,F,mid,105801,0
S2041,Student 1041,2022,M,mid,45122,0
S2042,Student 1042,2022,M,high,80997,0
S2043,Student 1043,2022,M,mid,52408,0
S2044,Student 1044,2024,F,low,58852,0
S2045,Student 1045,2023,M,high,164402,1
S2046,Student 1046,2024,F,mid,51818,0
S2047,Student 1047,2022,F,mid,49682,0
S2048,Student 1048,2024,M,mid,150159,1
S2049,Student 1049,2022,F,low,47295,0
S2050,Student 1050,2024,F,low,28727,1
S2051,Student 1051,2023,F,mid,84508,0
S2052,Student 1052,2023,F,mid,174316,0
S2053,Student 1053,2022,M,low,58754,1
S2054,Student 1054,2022,F,mid,99940,0
S2055,Student 1055,2022,M,high,55102,0
S2056,Student 1056,2022,M,mid,48272,0
S2057,Student 1057,2023,F,mid,72561,0
S2058,Student 1058,2022,F,mid,101546,0
S2059,Student 1059,2024,M,mid,62951,0
S2060,Student 1060,2022,M,high,51963,0
S2061,Student 1061,2023,F,mid,81683,1
S2062,Student 1062,2022,F,mid,45145,0
S2063,Student 1063,2024,F,low,66982,0
S2064,Student 1064,2022,M,mid,54243,0
S2065,Student 1065,2022,F,mid,76785,0
S2066,Student 1066,2022,M,high,129974,0
S2067,Student 1067,2024,M,high,36185,0
S2068,Student 1068,2023,F,low,29219,1
S2069,Student 1069,2022,F,mid,16802,0
S2070,Student 1070,2024,F,high,29425,0
S2071,Student 1071,2023,M,high,32292,1
S2072,Student 1072,2022,M,mid,91673,0
S2073,Student 1073,2024,F,mid,44377,0
S2074,Student 1074,2024,F,mid,30080,1
S2075,Student 1075,2022,M,mid,74162,1
S2076,Student 1076,2024,M,high,28206,0
S2077,Student 1077,2023,M,mid,23387,0
S2078,Student 1078,2022,M,mid,21305,0
S2079,Student 1079,2022,F,mid,116058,0
S2080,Student 1080,2023,M,high,75120,0
S2081,Student 1081,2024,M,high,100491,1
S2082,Student 1082,2024,F,mid,122108,0
S2083,Student 1083,2024,F,mid,37364,0
S2084,Student 1084,2022,M,low,31009,0
S2085,Student 1085,2024,M,mid,50404,0
S2086,Student 1086,2023,F,mid,27959,0
S2087,Student 1087,2023,M,low,70706,0
S2088,Student 1088,2024,M,mid,52493,1
S2089,Student 1089,2022,F,mid,45803,0
S2090,Student 1090,2023,F,high,46911,0
S2091,Student 1091,2022,F,low,57093,0
S2092,Student 1092,2022,F,mid,90808,0
S2093,Student 1093,2023,M,mid,52652,0
S2094,Student 1094,2023,M,mid,42356,0
S2095,Student 1095,2022,M,low,39108,1
S2096,Student 1096,2023,M,high,143215,0
S2097,Student 1097,2024,F,low,31642,0
S2098,Student 1098,2023,M,mid,65394,0
S2099,Student 1099,2022,F,low,53149,0
S2100,Student 1100,2024,F,low,213761,0
S2101,Student 1101,2024,M,mid,31917,0
S2102,Student 1102,2023,M,mid,134706,0
S2103,Student 1103,2022,F,low,38449,0
S2104,Student 1104,2023,F,high,200134,0
S2105,Student 1105,2022,F,high,51984,0
S2106,Student 1106,2022,F,mid,17151,0
S2107,Student 1107,2023,F,high,30010,1
S2108,Student 1108,2022,F,mid,90023,0
S2109,Student 1109,2024,F,low,47500,0
S2110,Student 1110,2023,M,mid,73484,0
S2111,Student 1111,2024,M,mid,33635,0
S2112,Student 1112,2023,F,low,26170,0
S2113,Student 1113,2022,M,low,79834,0
S2114,Student 1114,2023,F,low,83875,1
S2115,Student 1115,2024,M,mid,31842,1
S2116,Student 1116,2023,M,low,68210,0
S2117,Student 1117,2024,F,low,22306,0
S2118,Student 1118,2022,M,mid,98641,0
S2119,Student 1119,2023,M,mid,32869,1
S2120,Student 1120,2023,M,low,51798,0
S2121,Student 1121,2023,F,high,60239,0
S2122,Student 1122,2022,M,mid,30974,0
S2123,Student 1123,2023,F,high,109971,0
S2124,Student 1124,2023,F,mid,121030,0
S2125,Student 1125,2023,M,high,47784,0
S2126,Student 1126,2022,M,mid,108363,0
S2127,Student 1127,2024,M,mid,66505,0
S2128,Student 1128,2024,F,high,28645,0
S2129,Student 1129,2023,F,mid,39895,0
S2130,Student 1130,2023,M,mid,74778,0
S2131,Student 1131,2022,M,mid,136407,0
S2132,Student 1132,2023,M,mid,72070,0
S2133,Student 1133,2024,M,low,96789,0
S2134,Student 1134,2024,M,mid,57224,0
S2135,Student 1135,2024,M,mid,51396,0
S2136,Student 1136,2024,M,mid,72887,0
S2137,Student 1137,2024,F,low,25941,0
S2138,Student 1138,2022,M,low,24809,0
S2139,Student 1139,2024,F,high,84616,0
S2140,Student 1140,2024,F,mid,154238,0
S2141,Student 1141,2023,F,mid,36765,1
S2142,Student 1142,2024,M,mid,28075,0
S2143,Student 1143,2024,F,high,133676,0
S2144,Student 1144,2023,M,mid,88462,0
S2145,Student 1145,2023,F,mid,58208,1
S2146,Student 1146,2023,M,high,28143,1
S2147,Student 1147,2023,F,mid,120305,0
S2148,Student 1148,2024,F,low,118170,0
S2149,Student 1149,2024,F,high,76519,0
S2150,Student 1150,2024,F,high,55857,0
S2151,Student 1151,2022,F,high,56207,0
S2152,Student 1152,2022,M,mid,96438,1
S2153,Student 1153,2022,M,mid,40547,0
S2154,Student 1154,2022,F,mid,82160,0
S2155,Student 1155,2023,M,mid,109537,0
S2156,Student 1156,2023,F,low,93125,0
S2157,Student 1157,2022,F,low,33033,0
S2158,Student 1158,2024,F,high,21306,0
S2159,Student 1159,2024,F,low,214728,0
S2160,Student 1160,2024,F,low,39784,1
S2161,Student 1161,2023,M,low,144496,0
S2162,Student 1162,2023,M,mid,25552,0
S2163,Student 1163,2024,F,high,71830,0
S2164,Student 1164,2023,F,mid,33782,0
S2165,Student 1165,2022,F,low,35962,0
S2166,Student 1166,2024,M,high,101968,1
S2167,Student 1167,2024,M,mid,41433,0
S2168,Student 1168,2022,F,low,58288,0
S2169,Student 1169,2024,F,mid,34151,0
S2170,Student 1170,2024,F,mid,134513,0
S2171,Student 1171,2022,M,high,22697,0
S2172,Student 1172,2023,M,high,100121,1
S2173,Student 1173,2023,M,mid,49170,0
S2174,Student 1174,2024,M,mid,104019,1
S2175,Student 1175,2024,F,mid,91729,0
S2176,Student 1176,2023,M,mid,50095,0
S2177,Student 1177,2024,M,low,69059,0
S2178,Student 1178,2022,F,high,141706,0
S2179,Student 1179,2024,F,mid,109090,0
S2180,Student 1180,2023,M,high,182212,0
S2181,Student 1181,2024,M,high,45644,0
S2182,Student 1182,2024,M,mid,101264,0
S2183,Student 1183,2023,F,mid,57589,0
S2184,Student 1184,2022,F,high,142189,0
S2185,Student 1185,2023,M,mid,38427,0
S2186,Student 1186,2024,M,low,66061,0
S2187,Student 1187,2024,M,high,125879,1
S2188,Student 1188,2022,F,mid,132956,0
S2189,Student 1189,2024,M,mid,56681,1
S2190,Student 1190,2022,F,mid,60929,0
S2191,Student 1191,2022,F,mid,83761,0
S2192,Student 1192,2023,M,mid,45201,0
S2193,Student 1193,2023,M,low,25356,1
S2194,Student 1194,2023,F,mid,117979,1
S2195,Student 1195,2024,M,low,76165,0
S2196,Student 1196,2023,M,mid,32603,0
S2197,Student 1197,2023,M,high,87293,0
S2198,Student 1198,2023,F,high,49987,0
S2199,Student 1199,2022,F,high,67313,0
S2200,Student 1200,2023,F,high,93157,1
S2201,Student 1201,2024,F,mid,119894,0
S2202,Student 1202,2022,F,high,46099,1
S2203,Student 1203,2023,F,high,103959,0
S2204,Student 1204,2024,M,mid,129263,1
S2205,Student 1205,2023,M,high,55510,0
S2206,Student 1206,2024,M,low,110842,0
S2207,Student 1207,2024,F,mid,73286,0
S2208,Student 1208,2024,M,high,51656,0
S2209,Student 1209,2022,F,mid,131226,1
S2210,Student 1210,2023,F,high,27998,0
S2211,Student 1211,2023,F,mid,48973,0
S2212,Student 1212,2023,M,high,86816,0
S2213,Student 1213,2024,F,mid,65447,0
S2214,Student 1214,2023,F,mid,62744,0
S2215,Student 1215,2022,M,mid,27088,0
S2216,Student 1216,2023,F,high,73564,0
S2217,Student 1217,2023,F,low,30137,0
S2218,Student 1218,2024,M,low,34055,0
S2219,Student 1219,2022,M,low,49525,0
S2220,Student 1220,2023,F,mid,77053,1
S2221,Student 1221,2024,M,high,139962,0
S2222,Student 1222,2024,M,mid,128235,0
S2223,Student 1223,2023,F,mid,77436,0
S2224,Student 1224,2023,F,low,16573,0
S2225,Student 1225,2022,F,high,35545,0
S2226,Student 1226,2022,F,low,19960,0
S2227,Student 1227,2023,M,mid,23883,0
S2228,Student 1228,2022,M,high,204721,0
S2229,Student 1229,2022,F,mid,157514,0
S2230,Student 1230,2022,M,mid,32902,0
S2231,Student 1231,2023,F,mid,39671,1
S2232,Student 1232,2023,M,high,37378,0
S2233,Student 1233,2024,F,low,35143,0
S2234,Student 1234,2023,F,low,51108,0
S2235,Student 1235,2023,F,mid,22377,1
S2236,Student 1236,2022,F,high,39712,1
S2237,Student 1237,2023,F,low,35098,0
S2238,Student 1238,2023,F,high,22711,1
S2239,Student 1239,2024,M,mid,94409,0
S2240,Student 1240,2023,M,low,57739,0
S2241,Student 1241,2023,F,mid,78815,0
S2242,Student 1242,2023,M,mid,33337,0
S2243,Student 1243,2023,M,low,60747,0
S2244,Student 1244,2024,M,low,104872,0
S2245,Student 1245,2023,M,mid,36723,0
S2246,Student 1246,2023,M,mid,52734,0
S2247,Student 1247,2022,M,mid,70297,0
S2248,Student 1248,2023,M,mid,236517,0
S2249,Student 1249,2022,M,mid,51764,0
S2250,Student 1250,2024,F,high,75749,0
S2251,Student 1251,2024,M,high,84000,0
S2252,Student 1252,2023,M,high,146154,0
S2253,Student 1253,2024,M,mid,88799,0
S2254,Student 1254,2024,F,mid,53800,1
S2255,Student 1255,2024,M,mid,74583,0
S2256,Student 1256,2023,M,high,51816,1
S2257,Student 1257,2023,F,mid,56981,1
S2258,Student 1258,2022,F,mid,17732,0
S2259,Student 1259,2024,M,high,27611,1
S2260,Student 1260,2023,F,mid,47735,1
S2261,Student 1261,2022,M,mid,139408,0
S2262,Student 1262,2024,M,high,54133,0
S2263,Student 1263,2024,M,low,77112,0
S2264,Student 1264,2022,F,mid,88776,0
S2265,Student 1265,2024,M,mid,62287,0
S2266,Student 1266,2023,M,mid,113820,0
S2267,Student 1267,2022,M,mid,169980,0
S2268,Student 1268,2024,M,mid,59318,0
S2269,Student 1269,2024,M,low,32807,0
S2270,Student 1270,2022,F,low,20676,1
S2271,Student 1271,2023,F,mid,88907,0
S2272,Student 1272,2024,F,high,62569,0
S2273,Student 1273,2022,M,low,139607,0
S2274,Student 1274,2023,M,mid,26178,1
S2275,Student 1275,2023,M,low,346330,0
S2276,Student 1276,2023,F,mid,138110,0
S2277,Student 1277,2024,F,mid,63402,1
S2278,Student 1278,2023,M,high,49382,0
S2279,Student 1279,2022,F,mid,81876,1
S2280,Student 1280,2024,M,mid,157079,0
S2281,Student 1281,2023,M,high,20303,0
S2282,Student 1282,2023,F,mid,62471,1
S2283,Student 1283,2024,F,mid,19685,0
